Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
South Asia (IDA & IBRD),TSA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,4.5,4.5,5.25,5.5
Sub-Saharan Africa (IDA & IBRD countries),TSS,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.659574468,4.680851064,4.6875,4.833333333,5.020833333,5.145833333
Trinidad and Tobago,TTO,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,7,7,7,7
Tunisia,TUN,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3
Turkey,TUR,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,7
Tuvalu,TUV,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5
Uganda,UGA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5
Ukraine,UKR,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,8
Upper middle income,UMC,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.509803922,4.725490196,4.980392157,5.098039216,5.450980392,5.62745098
Uruguay,URY,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4
United States,USA,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11
Uzbekistan,UZB,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,6,6,6
St. Vincent and the Grenadines,VCT,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5
"Venezuela, RB",VEN,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
British Virgin Islands,VGB,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,8,8
Vanuatu,VUT,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,11,11,11
World,WLD,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.708994709,4.841269841,4.978947368,5.084210526,5.389473684,5.563157895
Samoa,WSM,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,9,9
Kosovo,XKX,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,11,11
"Yemen, Rep.",YEM,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
South Africa,ZAF,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5
Zambia,ZMB,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,11,11
Zimbabwe,ZWE,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5
